0	0	0	101567.0594
0.000193898	0	-0.01	101503.196
0.000770217	0	-0.01	101390.7896
0.0017208	0	-0.01	101304.139
0.003037355	0	-0.01	101255.7543
0.004711453	0	-0.01	101235.9649
0.00673452	0	-0.01	101230.0125
0.00909783	0	-0.01	101231.5904
0.011792503	0	-0.01	101236.7633
0.01480948	0	-0.01	101243.613
0.01813954	0	-0.01	101251.1534
0.021773273	0	-0.01	101258.8674
0.025701075	0	-0.01	101266.4798
0.029913125	0	-0.01	101273.8417
0.034399425	0	-0.01	101280.8723
0.0391497	0	-0.01	101287.527
0.04415345	0	-0.01	101293.7822
0.04939995	0	-0.01	101299.626
0.054878125	0	-0.01	101305.0537
0.0605767	0	-0.01	101310.0646
0.066484025	0	-0.01	101314.6589
0.0725881	0	-0.01	101318.8338
0.078876625	0	-0.01	101322.5784
0.0853369	0	-0.01	101325.8632
0.091955725	0	-0.01	101328.6352
0.09871955	0	-0.01	101330.724
0.105614275	0	-0.01	101332.1651
0.112625275	0	-0.01	101333.6646
0.119737275	0	-0.01	101335.1916
0.12693445	0	-0.01	101336.7564
0.134200125	0	-0.01	101338.3297
0.141516925	0	-0.01	101339.8821
0.148866525	0	-0.01	101341.388
0.15622955	0	-0.01	101342.8272
0.163585475	0	-0.01	101344.1853
0.1709125	0	-0.01	101345.453
0.178187175	0	-0.01	101346.6255
0.185384325	0	-0.01	101347.7022
0.192476575	0	-0.01	101348.6864
0.19943405	0	-0.01	101349.5842
0.2062236	0	-0.01	101350.4032
0.2128082	0	-0.01	101351.153
0.21914575	0	-0.01	101351.8489
0.225187375	0	-0.01	101352.5052
0.23087495	0	-0.01	101353.1308
0.236136725	0	-0.01	101353.7287
0.2408796	0	-0.01	101354.2922
0.244972375	0	-0.01	101354.7866
0.24820015	0	-0.01	101355.1924
0.25	0	-0.01	101355.0654
