0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14000 14000 14000 14000 14000 14000 14000 14000 14000
0 0 0 7000 14000 14000 14000 14000 14000 14000 14000 14000 14000 18000 18000 18000 18000 18000 18000 18000 18000 18000 20000 20000 20000 20000 20000 20000
0 0 0 7000 14000 14000 14000 14000 14000 14000 14000 14000 14000 18000 18000 18000 18000 18000 18000 32000 32000 32000 32000 32000 32000 32000 32000 33000
0 0 1000 7000 21000 21000 21000 21000 21000 21000 21000 21000 21000 32000 32000 35000 35000 35000 35000 35000 35000 35000 38000 38000 38000 38000 38000 39000
0 0 1000 7000 21000 21000 21000 21000 21000 21000 25000 25000 27000 32000 32000 35000 35000 35000 35000 49000 49000 49000 49000 49000 49000 49000 49000 51000
0 0 1000 8000 21000 21000 24000 24000 24000 24000 25000 27000 27000 39000 39000 49000 49000 49000 49000 49000 49000 49000 55000 55000 55000 55000 55000 57000
0 16000 16000 16000 21000 27000 27000 27000 32000 32000 32000 32000 34000 45000 45000 49000 49000 49000 49000 63000 63000 63000 63000 63000 63000 63000 63000 68000
0 16000 16000 16000 22000 27000 31000 31000 32000 32000 32000 32000 38000 45000 45000 56000 56000 56000 61000 63000 63000 63000 69000 69000 69000 69000 69000 74000
0 16000 16000 23000 30000 30000 31000 31000 39000 39000 39000 39000 40000 52000 52000 62000 62000 62000 62000 75000 75000 75000 75000 75000 75000 75000 75000 82000
0 16000 16000 23000 30000 30000 31000 31000 39000 39000 43000 43000 45000 56000 56000 62000 62000 62000 68000 76000 76000 76000 81000 81000 81000 81000 81000 88000
0 16000 17000 23000 37000 37000 37000 37000 42000 42000 43000 45000 45000 58000 58000 69000 69000 69000 74000 82000 82000 82000 82000 82000 82000 82000 82000 94000
0 16000 17000 23000 37000 37000 37000 37000 45000 45000 50000 50000 52000 63000 63000 73000 73000 73000 74000 88000 88000 88000 88000 88000 88000 88000 88000 100000
0 16000 17000 24000 37000 37000 40000 40000 49000 49000 50000 50000 56000 63000 63000 75000 75000 75000 81000 88000 88000 88000 94000 94000 94000 94000 94000 101000
0 16000 17000 24000 37000 43000 43000 43000 49000 49000 53000 56000 58000 70000 70000 80000 80000 80000 85000 95000 95000 95000 95000 95000 95000 95000 95000 107000
